date,zoo_strict_ret,zoo_extended_ret,benchmark_ret,zoo_strict_net_ret,zoo_extended_net_ret,zoo_strict_turnover,zoo_extended_turnover,zoo_strict_cost,zoo_extended_cost,zoo_strict_nav,zoo_extended_nav,benchmark_nav,zoo_strict_net_nav,zoo_extended_net_nav
20240306,-0.004073707513618926,0.005781434098248448,-0.003937007874015852,-0.004073707513618926,0.005781434098248448,0.0,0.0,0.0,0.0,0.8531652019711274,1.1447556081694485,0.7088827304753762,0.8531652019711274,1.1447556081694485
20240307,-0.007609100104529289,-0.008313221991843402,-0.005364201016374692,-0.007609100104529289,-0.008313221991843402,0.0,0.0,0.0,0.0,0.8466733825436281,1.1352390006723283,0.7050801410120697,0.8466733825436281,1.1352390006723283
20240308,0.008602274588411334,0.009758905374612777,0.0028384899233604433,0.008602274588411334,0.009758905374612777,0.0,0.0,0.0,0.0,0.8539566994669674,1.1463176906574595,0.707081503887494,0.8539566994669674,1.1463176906574595
20240311,0.020016962948580637,0.019642405225623546,0.013586187376167791,0.020016962948580637,0.019642405225623546,0.0,0.0,0.0,0.0,0.87105031907989,1.168834127254654,0.716688045689532,0.87105031907989,1.168834127254654
20240312,0.017393491880318166,0.013921236331721938,0.0013962580284836434,0.017393491880318166,0.013921236331721938,0.0,0.0,0.0,0.0,0.8862009257321546,1.185105743372748,0.7176887271272443,0.8862009257321546,1.185105743372748
20240313,0.005703207299790457,-0.0007111439286763121,-0.005856107083100914,0.005703207299790457,-0.0007111439286763121,0.0,0.0,0.0,0.0,0.8912551133208713,1.184262962618509,0.7134858650888528,0.8912551133208713,1.184262962618509
20240314,-0.00013218061762802595,-0.003224774448706184,-0.00364656381486661,-0.00013218061762802595,-0.003224774448706184,0.0,0.0,0.0,0.0,0.8911373066695284,1.1804439816761079,0.710884093350801,0.8911373066695284,1.1804439816761079
20240315,0.027174653227585378,0.01429135644793941,0.0025337837837835497,0.027174653227585378,0.01429135644793941,0.0,0.0,0.0,0.0,0.9153536539564372,1.197314127385066,0.712685319938683,0.9153536539564372,1.197314127385066
20240318,0.011572337718975853,0.016335041057150043,0.00870541982589157,0.011572337718975853,0.016335041057150043,0.0,0.0,0.0,0.0,0.9259464355723196,1.216872302814207,0.7188895448524991,0.9259464355723196,1.216872302814207
20240319,0.004591336865860542,-0.0021108835313269816,-0.006403118040089084,0.004591336865860542,-0.0021108835313269816,0.0,0.0,0.0,0.0,0.930197767577775,1.2143036271104686,0.7142864102390226,0.930197767577775,1.2143036271104686
20240320,0.015014323966410762,0.011339652681814878,0.0008405715886803389,0.015014323966410762,0.011339652681814878,0.0,0.0,0.0,0.0,0.9441640582130196,1.2280734084921692,0.71488681910165,0.9441640582130196,1.2280734084921692
20240321,-0.0037599199431538432,0.001695304782573173,-0.0005599104143336753,-0.0037599199431538432,0.001695304782573173,0.0,0.0,0.0,0.0,0.9406140769409355,1.2301553672149368,0.7144865465265651,0.9406140769409355,1.2301553672149368
20240322,-0.02103491977000308,-0.014297554937158136,-0.008683473389355711,-0.02103491977000308,-0.014297554937158136,0.0,0.0,0.0,0.0,0.9208283352979474,1.2125671532709412,0.708282321612749,0.9208283352979474,1.2125671532709412
20240325,-0.02213722952816575,-0.023624903283916216,-0.005368748233964382,-0.02213722952816575,-0.023624903283916216,0.0,0.0,0.0,0.0,0.9004437470834179,1.1839203715496616,0.7044797321494423,0.9004437470834179,1.1839203715496616
20240326,0.009067974049444705,0.0034575104232221865,0.0031250000000000444,0.009067974049444705,0.0034575104232221865,0.0,0.0,0.0,0.0,0.908608947614955,1.1880137885745596,0.7066812313124093,0.908608947614955,1.1880137885745596
20240327,-0.02476095545841869,-0.03508873532622856,-0.010761823845936047,-0.02476095545841869,-0.03508873532622856,0.0,0.0,0.0,0.0,0.8861109219339405,1.1463278871833569,0.699076052385796,0.8861109219339405,1.1463278871833569
20240328,0.013294200591461459,0.02272168842810853,0.004866876610363446,0.013294200591461459,0.02272168842810853,0.0,0.0,0.0,0.0,0.897891058276415,1.172374392272389,0.7024783692740176,0.897891058276415,1.172374392272389
20240329,0.006686521167541426,0.011380810258867436,0.004558404558404616,0.006686521167541426,0.011380810258867436,0.0,0.0,0.0,0.0,0.9038948258437264,1.1857169627831963,0.705680549874697,0.9038948258437264,1.1857169627831963
20240401,0.022484195419670214,0.02054941016011245,0.016449234259784395,0.022484195419670214,0.02054941016011245,0.0,0.0,0.0,0.0,0.9242181737468255,1.2100827469852309,0.7172884545521593,0.9242181737468255,1.2100827469852309
20240402,-0.0037275349098944755,0.00023624594949826013,-0.0033482142857141906,-0.0037275349098944755,0.00023624594949826013,0.0,0.0,0.0,0.0,0.9207731182398252,1.2103686241327638,0.7148868191016499,0.9207731182398252,1.2103686241327638
20240403,0.001026070502690526,-0.008749720464924346,-0.00391937290033606,0.001026070502690526,-0.008749720464924346,0.0,0.0,0.0,0.0,0.9217178963761214,1.199778237012087,0.7120849110760554,0.9217178963761214,1.199778237012087
